Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2018-013,(3) Design with Entitlements Approved,2140 Market St,2140,Market,St,94114,2140 MARKET ST 94114,10,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,07/30/2023,,,,,,2014-002035PRJ,http://propertymap.sfplanning.org/?search=2014-002035PRJ,"11148PRV,11461PRV,2014-002035CUA,2014-002035ENV,2014-002035PPA,2014-002035TDM,2014-002035VAR",07/31/2018,Unknown,,,27,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.767109525,-122.430027142999,"(37.767109525, -122.430027142999)"
2018-014,(3) Design with Entitlements Approved,280 7th St,280,7th ,St,94103,280 07TH ST 94103,10,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,07/25/2023,07/24/2025,"Dragonfly Assets C-54, LLC",,,,2016-004946PRJ,http://propertymap.sfplanning.org/?search=2016-004946PRJ,"2016-004946ENV,2016-004946ENX,2016-004946PPA,2016-004946SHD,2016-004946TDM",07/26/2018,On-site BMR Project,,,20,2,0,10,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37.776827066,-122.408473141999,"(37.776827066, -122.408473141999)"
2018-015,(3) Design with Entitlements Approved,255 Shipley St,255,Shipley,St,94017,255 SHIPLEY ST 94107,10,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/22/2023,08/21/2025,"Reuben, Junius & Rose, LLP",,,,2016-012030PRJ,http://propertymap.sfplanning.org/?search=2016-012030PRJ,"2016-012030ENV,2016-012030ENX,2016-012030PPA",08/23/2018,On-site BMR Project,,,24,3,0,13,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37.778662131,-122.403813121999,"(37.778662131, -122.403813121999)"
2018-016,(3) Design with Entitlements Approved,2750 19th St,2750,19th,St,94110,2750 19TH ST 94110,10,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/22/2023,08/21/2025,"Reuben, Junius & Rose, LLP",,,,2014-001400ENX,http://propertymap.sfplanning.org/?search=2014-001400ENX, ,08/23/2018,On-site BMR Project,,,60,11,0,18,0,0,6,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,37.760799555,-122.409716033999,"(37.760799555, -122.409716033999)"
2018-017,(3) Design with Entitlements Approved,807 Franklin St,807,Franklin ,St,94102,807 FRANKLIN ST 94102,10,Downtown/Civic Center,Western Addition,MOHCD,Inclusionary,0,New Construction,Unknown,,,,08/29/2023,08/28/2025,801 Franklin LLC,,,,2013.1224,http://propertymap.sfplanning.org/?search=2013.1224,"2013.1224CUA,2013.1224E,2013.1224SHD,2013.1224TDM,2013.1224U",08/30/2018,Fee Payment,,,48,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.782120128,-122.422710861999,"(37.782120128, -122.422710861999)"
2018-018,(3) Design with Entitlements Approved,635 Fulton St,635,Fulton,St,94102,807 FRANKLIN ST 94102,10,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Unknown,,,,08/29/2023,08/28/2025,802 Franklin LLC,,,,2017-007542PRJ,http://propertymap.sfplanning.org/?search=2017-007542PRJ,"2017-007542CUA,2017-007542ENV,2017-007542PPA,2017-007542TDM,2017-007542VAR",08/30/2018,Fee Payment,,,17,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.780042178,-122.425004534999,"(37.780042178, -122.425004534999)"
2018-019,(3) Design with Entitlements Approved,450 O'Farrell St,450,O'Farrell,St,94102,532 JONES ST 94102,10,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/12/2023,09/11/2025,450 O'Farrell Partners LLC,,,,2013.1535,http://propertymap.sfplanning.org/?search=2013.1535,"2013.1535CUA,2013.1535ENV,2013.1535PPA,2013.1535SHD,2013.1535TDM,2013.1535U",09/13/2018,On-site BMR Project,,,176,23,0,13,0,5,9,9,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,37.786149804,-122.412528304999,"(37.786149804, -122.412528304999)"
2018-020,(3) Design with Entitlements Approved,30 Otis St,30,Otis,St,94103,30 OTIS ST 94103,10,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,,,,09/26/2023,09/25/2025,Align Real Estate,,,,2015-010013PRJ,http://propertymap.sfplanning.org/?search=2015-010013PRJ,"2015-010013DNX,2015-010013ENV,2015-010013GPR,2015-010013IKA,2015-010013PPA,2015-010013SHD,2015-010013TDM,2015-010013VAR,2016-003379PRV",09/27/2018,Fee Payment,,,416,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.773009909,-122.419332740999,"(37.773009909, -122.419332740999)"
2017-048,(5) First Construction Document Issued,595 Mariposa St,595,Mariposa,St,94107,"595 MARIPOSA ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,04/17/2017,,,04/17/2017,06/16/2019,"SoMA Residential Development, LLC",,,,2014.1579,http://propertymap.sfplanning.org/?search=2014.1579,"2014.1579CND,2014.1579ENV,2014.1579GEN-02,2014.1579SHD,2014.1579U",01/10/2017,Fee Payment,2016-K365341,11/30/2016,20,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76414083,-122.389528400999,"(37.76414083, -122.389528400999)"
2018-025,(4) Site Work Permit Issued,1394 Harrison St,1394,Harrison ,St,94103,"1394 HARRISON ST, SAN FRANCISCO, CA 94103",10,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/29/2023,07/19/2021,Realtex Group,,,,2014.1213,http://propertymap.sfplanning.org/?search=2014.1213,"2014.1213DRP,2014.1213DRP-02,2014.1213U",05/30/2018,Fee Payment,,,67,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.771906408,-122.411298303999,"(37.771906408, -122.411298303999)"
2018-026,(4) Site Work Permit Issued,2255 Taraval St,2255,Taraval,St,94116,"2255 TARAVAL ST, SAN FRANCISCO, CA 94116",10,Parkside,Sunset/Parkside,MOHCD,Inclusionary,0,New Construction,Rental,,,,06/09/2022,07/30/2021,Tom Coyne,,,,2013.0499,http://propertymap.sfplanning.org/?search=2013.0499,"2013.0499E,2013.0499PPA,2013.0499TDM,2013.0499U",06/10/2017,On-site BMR Project,,,10,1,0,10,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.742153149,-122.490454702999,"(37.742153149, -122.490454702999)"
2018-027,(4) Site Work Permit Issued,"188 Hooper St (1140 7th St, 1111 8th St) ",188,Hooper ,St,94103,184 HOOPER ST 94107,10,South of Market,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,,,,06/27/2023,08/26/2021,"Reuben, Junius & Rose, LLP",,,,2016-001557PRJ,http://propertymap.sfplanning.org/?search=2016-001557PRJ,"2016-001557ENV,2016-001557ENV-02,2016-001557ENX,2016-001557GPR,2016-001557IMP,2016-001557MCM,2016-001557PPA,2016-001557TDM,2016-001557VAR,2018-007182CUA",06/28/2018,Exempt Project (student housing),,,280,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.767887971,-122.400375352999,"(37.767887971, -122.400375352999)"
2018-028,(4) Site Work Permit Issued,1145 Polk St,1145,Polk ,St,94109,1145 POLK ST 94109,10,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/09/2023,08/28/2021,Dolman Property Development Group,,,,2014-001674PRJ,http://propertymap.sfplanning.org/?search=2014-001674PRJ,"2014-001674ENV,2014-001674PPA,2014-001674TDM,2014-001674VAR,2017-015781ENF",08/10/2018,On-site BMR Project,,,54,8,0,15,0,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,37.787465809,-122.420298389999,"(37.787465809, -122.420298389999)"
2018-029,(4) Site Work Permit Issued,200 Van Ness Ave,200,Van Ness,Ave,94102,200 VAN NESS AVE 94102,10,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Rental,,,,02/07/2023,08/30/2021,Conservatory of Music,,,,2015-012994PRJ,http://propertymap.sfplanning.org/?search=2015-012994PRJ,"2015-012994CUA,2015-012994DNX,2015-012994DNX-02,2015-012994GPR,2015-012994LLA,2015-012994MAP,2015-012994MCM,2015-012994PCA,2015-012994PPA,2015-012994SHD,2015-012994TDM,2015-012994VAR",02/08/2018,Exempt Project (student housing),,,113,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.777610219,-122.419339738999,"(37.777610219, -122.419339738999)"
2018-030,(4) Site Work Permit Issued,188 Octavia St (Parcel T),188,Octavia,St,94102, ,10,Western Addition,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Rental,,,,05/20/2023,09/06/2021,Linden Partners Investment LLC,,,,2014.1509,http://propertymap.sfplanning.org/?search=2014.1509,"2014.1509DRP,2014.1509ENV,2014.1509GPR,2014.1509U,2014.1509VAR",05/21/2018,On-site BMR Project,,,28,4,0,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37.773658319,-122.423699230999,"(37.773658319, -122.423699230999)"
